,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
160,The Croods: A New Age (2020),76.0,"Animation,Family,Adventure,Fantasy,Comedy",11/25/2020,              1h 35m          ,Joel Crawford,https://www.themoviedb.org/movie/529203-the-croods-a-new-age
161,Harry Potter and the Order of the Phoenix (2007),77.0,"Adventure,Fantasy,Mystery",07/03/2007,              2h 18m          ,David Yates,https://www.themoviedb.org/movie/675-harry-potter-and-the-order-of-the-phoenix
162,Witch Hunt (2021),71.0,"Fantasy,Horror,Thriller,Drama",10/01/2021,              1h 32m          ,Elle Callahan,https://www.themoviedb.org/movie/670429-witch-hunt
163,The Bubble (2022),49.0,Comedy,03/25/2022,              2h 6m          ,Judd Apatow,https://www.themoviedb.org/movie/765119-the-bubble
164,Don't Breathe 2 (2021),74.0,"Thriller,Horror",09/17/2021,              1h 38m          ,Judd Apatow,https://www.themoviedb.org/movie/482373-don-t-breathe-2
165,Naruto Shippuden the Movie (2007),72.0,"Animation,Action,Fantasy",08/04/2007,              1h 34m          ,Hajime Kamegaki,https://www.themoviedb.org/movie/20982-naruto
166,Infinite (2021),67.0,"Science Fiction,Action,Thriller",09/09/2021,              1h 46m          ,Antoine Fuqua,https://www.themoviedb.org/movie/581726-infinite
167,The Wonderful Winter of Mickey Mouse (2022),61.0,"Animation,Comedy",02/18/2022,              24m          ,"William Reiss , Eddie Trigueros , Ryan Gillis",https://www.themoviedb.org/movie/939336-the-wonderful-winter-of-mickey-mouse
168,Far From the Tree (2021),81.0,"Animation,Family",11/24/2021,              7m          ,Natalie Nourigat,https://www.themoviedb.org/movie/831827-far-from-the-tree
169,Harry Potter and the Chamber of Secrets (2002),77.0,"Adventure,Fantasy",04/25/2003,              2h 41m          ,Chris Columbus,https://www.themoviedb.org/movie/672-harry-potter-and-the-chamber-of-secrets
170,Harry Potter and the Prisoner of Azkaban (2004),80.0,"Adventure,Fantasy",06/04/2004,              2h 21m          ,Alfonso Cuarón,https://www.themoviedb.org/movie/673-harry-potter-and-the-prisoner-of-azkaban
171,Halloween Kills (2021),67.0,"Horror,Thriller",10/15/2021,              1h 45m          ,David Gordon Green,https://www.themoviedb.org/movie/610253-halloween-kills
172,The Whole Truth (2021),63.0,Horror,12/02/2021,              2h 5m          ,Wisit Sasanatieng,https://www.themoviedb.org/movie/895001
173,Seal Team (2021),72.0,"Animation,Family,Comedy",10/28/2021,              1h 38m          ,Greig Cameron,https://www.themoviedb.org/movie/823610-seal-team
174,Wrath of Man (2021),77.0,"Action,Crime,Thriller",05/07/2021,              1h 59m          ,Guy Ritchie,https://www.themoviedb.org/movie/637649-wrath-of-man
175,Son (2021),61.0,"Horror,Thriller",08/06/2021,              1h 38m          ,Ivan Kavanagh,https://www.themoviedb.org/movie/754934-son
176,Love Like the Falling Petals (2022),81.0,"Romance,Drama",03/24/2022,              2h 8m          ,Yoshihiro Fukagawa,https://www.themoviedb.org/movie/890322
177,Fortress (2021),62.0,"Crime,Action,Thriller",12/17/2021,              1h 40m          ,James Cullen Bressack,https://www.themoviedb.org/movie/826749-fortress
178,The Novice (2021),65.0,"Drama,Thriller",03/24/2022,              1h 34m          ,Lauren Hadaway,https://www.themoviedb.org/movie/821427-the-novice
179,Boruto: Naruto the Movie (2015),76.0,"Animation,Action,Comedy",08/07/2015,              1h 35m          ,Hiroyuki Yamashita,https://www.themoviedb.org/movie/347201-boruto-naruto-the-movie
180,Harry Potter and the Half-Blood Prince (2009),77.0,"Adventure,Fantasy",07/07/2009,              2h 33m          ,David Yates,https://www.themoviedb.org/movie/767-harry-potter-and-the-half-blood-prince
181,The Last Duel (2021),75.0,"Action,Drama,History",10/22/2021,              2h 33m          ,Ridley Scott,https://www.themoviedb.org/movie/617653-the-last-duel
182,Deadpool (2016),76.0,"Action,Adventure,Comedy",02/12/2016,              1h 48m          ,Tim Miller,https://www.themoviedb.org/movie/293660-deadpool
183,Snake Eyes: G.I. Joe Origins (2021),67.0,"Action,Adventure",07/23/2021,              2h 1m          ,Robert Schwentke,https://www.themoviedb.org/movie/568620-snake-eyes-g-i-joe-origins
184,Coco (2017),82.0,"Family,Animation,Fantasy,Music,Comedy,Adventure",11/24/2017,              1h 45m          ,Lee Unkrich,https://www.themoviedb.org/movie/354912-coco
185,Catwoman: Hunted (2022),59.0,"Animation,Action,Crime",02/08/2022,              1h 18m          ,Shinsuke Terasawa,https://www.themoviedb.org/movie/862491-catwoman-hunted
186,Battle: Freestyle (2022),51.0,"Romance,Drama",04/01/2022,              1h 28m          ,Ingvild Søderlind,https://www.themoviedb.org/movie/785521-battle-freestyle
187,Pretty Guardian Sailor Moon Eternal The Movie Part 2 (2021),80.0,"Animation,Action,Adventure,Comedy,Drama,Fantasy,Romance",02/11/2021,              1h 20m          ,Chiaki Kon,https://www.themoviedb.org/movie/784500-eternal
188,Dragon Fury (2021),62.0,"Horror,Fantasy,Mystery",06/15/2021,              1h 28m          ,Scott Jeffrey,https://www.themoviedb.org/movie/839436-dragon-fury
189,Monster Hunter (2020),68.0,"Action,Fantasy,Adventure",12/18/2020,              1h 44m          ,Paul W. S. Anderson,https://www.themoviedb.org/movie/458576-monster-hunter
190,Erax (2022),50.0,"Mystery,Family",02/17/2022,              14m          ,Hebru Brantley,https://www.themoviedb.org/movie/929472-erax
191,Un Rabón Con Corazón (2022),66.0,Comedy,01/27/2022,0,Juan Carlos Vásquez,https://www.themoviedb.org/movie/943158-un-rabon-con-corazon
192,Cheaper by the Dozen (2022),62.0,"Family,Comedy",03/18/2022,              1h 47m          ,Gail Lerner,https://www.themoviedb.org/movie/691683-cheaper-by-the-dozen
193,An Egg Rescue (2021),81.0,"Animation,Comedy",08/12/2021,              1h 28m          ,"Rodolfo Riva Palacio Alatriste , Gabriel Riva Palacio Alatriste",https://www.themoviedb.org/movie/573164-un-rescate-de-huevitos
194,The Deep House (2021),64.0,Horror,06/30/2021,              1h 25m          ,"Julien Maury , Alexandre Bustillo",https://www.themoviedb.org/movie/672582-the-deep-house
195,After Ever Happy (2022),0.0,Romance,08/25/2022,              1h 59m          ,Castille Landon,https://www.themoviedb.org/movie/744276-after-ever-happy
196,AI Love You (2022),54.0,"Comedy,Romance,Science Fiction",02/15/2022,              1h 35m          ,Stephan Zlotescu,https://www.themoviedb.org/movie/928769
197,Zeros and Ones (2021),52.0,"Thriller,War",11/19/2021,              1h 25m          ,Abel Ferrara,https://www.themoviedb.org/movie/762433-zeros-and-ones
198,Army of Thieves (2021),69.0,"Crime,Comedy",10/29/2021,              2h 7m          ,Matthias Schweighöfer,https://www.themoviedb.org/movie/796499-army-of-thieves
199,Fly Me Away (2021),68.0,"Comedy,Drama",05/19/2021,              1h 33m          ,Christophe Barratier,https://www.themoviedb.org/movie/783558-envole-moi
200,The Privilege (2022),50.0,Horror,02/09/2022,              1h 47m          ,"Katharina Schöde , Felix Fuchssteiner",https://www.themoviedb.org/movie/926980-das-privileg-die-auserwahlten
201,Toy Story (1995),80.0,"Animation,Adventure,Family,Comedy",11/22/1995,              1h 21m          ,John Lasseter,https://www.themoviedb.org/movie/862-toy-story
202,The Forever Purge (2021),72.0,"Horror,Action,Thriller",07/02/2021,              1h 43m          ,Everardo Gout,https://www.themoviedb.org/movie/602223-the-forever-purge
203,Apex (2021),54.0,"Action,Thriller,Science Fiction",11/25/2021,              1h 48m          ,Edward Drake,https://www.themoviedb.org/movie/763164-apex
204,Harry Potter and the Deathly Hallows: Part 2 (2011),81.0,"Fantasy,Adventure",07/07/2011,              2h 10m          ,David Yates,https://www.themoviedb.org/movie/12445-harry-potter-and-the-deathly-hallows-part-2
205,After We Collided (2020),73.0,"Romance,Drama",09/02/2020,              1h 45m          ,Roger Kumble,https://www.themoviedb.org/movie/613504-after-we-collided
206,West Side Story (2021),72.0,"Drama,Romance,Crime",12/10/2021,              2h 37m          ,Steven Spielberg,https://www.themoviedb.org/movie/511809-west-side-story
207,S.O.S. Mamis: La película (2022),59.0,Comedy,03/18/2022,              1h 45m          ,Gabriela Sobarzo,https://www.themoviedb.org/movie/949218-s-o-s-mamis-la-pelicula
208,The Maze Runner (2014),72.0,"Action,Mystery,Science Fiction,Thriller",09/18/2014,              1h 53m          ,Wes Ball,https://www.themoviedb.org/movie/198663-the-maze-runner
209,Fantastic Beasts: The Crimes of Grindelwald (2018),69.0,"Adventure,Fantasy,Drama",11/16/2018,              2h 14m          ,David Yates,https://www.themoviedb.org/movie/338952-fantastic-beasts-the-crimes-of-grindelwald
210,Hacksaw Ridge (2016),82.0,"Drama,History,War",10/07/2016,              2h 19m          ,Mel Gibson,https://www.themoviedb.org/movie/324786-hacksaw-ridge
211,Spider-Man: Homecoming (2017),74.0,"Action,Adventure,Science Fiction,Drama",07/07/2017,              2h 13m          ,Jon Watts,https://www.themoviedb.org/movie/315635-spider-man-homecoming
212,Undisputed III: Redemption (2010),75.0,"Action,Thriller",05/22/2010,              1h 36m          ,Isaac Florentine,https://www.themoviedb.org/movie/38234-undisputed-iii-redemption
213,Dynasty Warriors (2021),64.0,"Action,Adventure,Fantasy",04/27/2021,              1h 58m          ,Roy Chow Hin-Yeung,https://www.themoviedb.org/movie/525660
214,Dangerous (2021),62.0,"Action,Thriller",11/05/2021,              1h 39m          ,David Hackl,https://www.themoviedb.org/movie/763788-dangerous
215,"Monsters, Inc. (2001)",78.0,"Animation,Comedy,Family",11/01/2001,              1h 32m          ,Pete Docter,https://www.themoviedb.org/movie/585-monsters-inc
216,The Pirates: The Last Royal Treasure (2022),67.0,"Action,Adventure,Comedy,History",01/26/2022,              2h 6m          ,Kim Joung-hoon,https://www.themoviedb.org/movie/591120
217,Trolls Holiday in Harmony (2021),75.0,"Animation,Fantasy,Family",11/27/2021,              30m          ,"Tim Heitz , Sean Charmatz",https://www.themoviedb.org/movie/896221-trolls-holiday-in-harmony
218,Amina (2021),65.0,"War,History,Drama",11/04/2021,              2h          ,Izu Ojukwu,https://www.themoviedb.org/movie/885110-amina
219,Wonder Woman 1984 (2020),66.0,"Action,Adventure,Fantasy",12/25/2020,              2h 31m          ,Patty Jenkins,https://www.themoviedb.org/movie/464052-wonder-woman-1984
220,Avengers: Age of Ultron (2015),73.0,"Action,Adventure,Science Fiction",04/24/2015,              2h 21m          ,Joss Whedon,https://www.themoviedb.org/movie/99861-avengers-age-of-ultron
221,Spider-Man: Far From Home (2019),75.0,"Action,Adventure,Science Fiction",07/04/2019,              2h 9m          ,Jon Watts,https://www.themoviedb.org/movie/429617-spider-man-far-from-home
222,Ava (2020),57.0,"Action,Crime,Drama,Thriller",09/25/2020,              1h 36m          ,Tate Taylor,https://www.themoviedb.org/movie/539885-ava
223,Ava (2017),60.0,Drama,06/21/2017,              1h 46m          ,Léa Mysius,https://www.themoviedb.org/movie/453354-ava
224,Sinkhole (2021),71.0,"Comedy,Drama",08/11/2021,              1h 53m          ,Kim Ji-hoon,https://www.themoviedb.org/movie/623135
225,Top Gun: Maverick (2022),0.0,"Action,Drama",05/27/2022,              2h 11m          ,Joseph Kosinski,https://www.themoviedb.org/movie/361743-top-gun-maverick
226,Crazy Fist (2021),70.0,Action,05/06/2021,              1h 37m          ,Qing Guo,https://www.themoviedb.org/movie/859041
227,Without Saying Goodbye (2022),68.0,"Comedy,Romance",03/18/2022,              1h 36m          ,Bruno Ascenzo,https://www.themoviedb.org/movie/944664-hasta-que-nos-volvamos-a-encontrar
228,Better Nate Than Ever (2022),68.0,"Music,Family,Comedy",04/01/2022,              1h 32m          ,Tim Federle,https://www.themoviedb.org/movie/826953-better-nate-than-ever
229,A Quiet Place Part II (2021),76.0,"Science Fiction,Thriller,Horror",05/28/2021,              1h 37m          ,John Krasinski,https://www.themoviedb.org/movie/520763-a-quiet-place-part-ii
230,Harry Potter and the Deathly Hallows: Part 1 (2010),78.0,"Adventure,Fantasy",11/19/2010,              2h 26m          ,David Yates,https://www.themoviedb.org/movie/12444-harry-potter-and-the-deathly-hallows-part-1
231,It Chapter Two (2019),69.0,"Horror,Fantasy",09/06/2019,              2h 49m          ,Andy Muschietti,https://www.themoviedb.org/movie/474350-it-chapter-two
232,Real Steel (2011),69.0,"Action,Science Fiction,Drama",10/06/2011,              2h 7m          ,Shawn Levy,https://www.themoviedb.org/movie/39254-real-steel
233,Motherly (2021),71.0,"Thriller,Horror",09/21/2021,              1h 30m          ,Craig David Wallace,https://www.themoviedb.org/movie/768447-motherly
234,Moonshot (2022),79.0,"Comedy,Romance,Science Fiction",05/05/2022,              1h 44m          ,Christopher Winterbauer,https://www.themoviedb.org/movie/767825-moonshot
235,The Amazing Spider-Man 2 (2014),65.0,"Action,Adventure,Fantasy",05/02/2014,              2h 22m          ,Marc Webb,https://www.themoviedb.org/movie/102382-the-amazing-spider-man-2
236,Iron Man 2 (2010),68.0,"Adventure,Action,Science Fiction",05/07/2010,              2h 4m          ,Jon Favreau,https://www.themoviedb.org/movie/10138-iron-man-2
237,"Yes, No, or Maybe Half? (2020)",69.0,"Animation,Drama,Romance",12/11/2020,              53m          ,Masahiro Takata,https://www.themoviedb.org/movie/719088
238,The SpongeBob Movie: Sponge on the Run (2020),76.0,"Family,Animation,Fantasy,Adventure,Comedy",08/14/2020,              1h 35m          ,Tim Hill,https://www.themoviedb.org/movie/400160-the-spongebob-movie-sponge-on-the-run
239,Tom & Jerry (2021),70.0,"Comedy,Family,Animation",02/26/2021,              1h 41m          ,Tim Story,https://www.themoviedb.org/movie/587807-tom-jerry
240,Jurassic Hunt (2021),49.0,"Action,Science Fiction,Thriller",08/26/2021,              1h 23m          ,Hank Braxtan,https://www.themoviedb.org/movie/848278-jurassic-hunt
241,The Lion King (1994),83.0,"Family,Animation,Drama",10/10/1994,              1h 29m          ,"Roger Allers , Rob Minkoff",https://www.themoviedb.org/movie/8587-the-lion-king
242,Digimon Adventure: Last Evolution Kizuna (2020),78.0,"Animation,Action,Thriller,Adventure,Fantasy",02/21/2020,              1h 34m          ,Tomohisa Taguchi,https://www.themoviedb.org/movie/571265-last-evolution
243,Charlie and the Chocolate Factory (2005),70.0,"Adventure,Comedy,Family,Fantasy",09/01/2005,              1h 55m          ,Tim Burton,https://www.themoviedb.org/movie/118-charlie-and-the-chocolate-factory
244,The Twilight Saga: Eclipse (2010),62.0,"Adventure,Fantasy,Drama,Romance",06/23/2010,              2h 4m          ,David Slade,https://www.themoviedb.org/movie/24021-the-twilight-saga-eclipse
245,After (2019),72.0,"Romance,Drama",04/12/2019,              1h 46m          ,Jenny Gage,https://www.themoviedb.org/movie/537915-after
246,Survive the Game (2021),58.0,"Action,Thriller,Crime",10/08/2021,              1h 37m          ,James Cullen Bressack,https://www.themoviedb.org/movie/787310-survive-the-game
247,Shrek (2001),77.0,"Animation,Comedy,Fantasy,Adventure,Family",05/18/2001,              1h 30m          ,"Andrew Adamson , Vicky Jenson",https://www.themoviedb.org/movie/808-shrek
248,Soul (2020),82.0,"Animation,Comedy,Fantasy,Family",12/25/2020,              1h 41m          ,Pete Docter,https://www.themoviedb.org/movie/508442-soul
249,Jurassic World: Fallen Kingdom (2018),66.0,"Action,Adventure,Science Fiction",06/08/2018,              2h 9m          ,J. A. Bayona,https://www.themoviedb.org/movie/351286-jurassic-world-fallen-kingdom
250,AINBO: Spirit of the Amazon (2021),71.0,"Adventure,Animation,Family,Fantasy",02/09/2021,              1h 24m          ,Richard Claus,https://www.themoviedb.org/movie/588921-ainbo-spirit-of-the-amazon
251,Forever Out of My League (2022),56.0,"Romance,Comedy",01/31/2022,              1h 44m          ,Claudio Norza,https://www.themoviedb.org/movie/790525-sempre-piu-bello
252,Boyka: Undisputed IV (2016),70.0,"Action,Drama",08/01/2016,              1h 27m          ,"Todor Chapkanov , Isaac Florentine",https://www.themoviedb.org/movie/348893-boyka-undisputed-iv
253,The Lovely Bones (2009),70.0,"Fantasy,Drama",01/15/2010,              2h 16m          ,Peter Jackson,https://www.themoviedb.org/movie/7980-the-lovely-bones
