,Movie name,Overview,Release_date,Rating,Genres,Runtime,Director,Language,Certification,Budget,Revenue,Url
2561,Pokémon: The Movie 2000 (1999),"Satoshi must put his skill to the test when he attempts to save the world from destruction. The Greedy Pokemon collector Gelardan throws the universe into chaos after disrupting the balance of nature by capturing one of the Pokemon birds that rule the elements of fire, lightning and ice. Will Satoshi have what it takes to save the world?",07/17/1999,66.0,"Adventure,Fantasy,Animation,Science Fiction,Family", 1h 24m,Kunihiko Yuyama,Japanese,G,"$30,000,000.00","$163,649,270.00",https://www.themoviedb.org/movie/12599
2562,Ender's Game (2013),"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",11/01/2013,66.0,"Science Fiction,Action,Adventure", 1h 54m,Gavin Hood,English,PG-13,"$110,000,000.00","$125,537,191.00",https://www.themoviedb.org/movie/80274-ender-s-game
2563,Doraemon: Nobita and the Winged Braves (2001),"After watching a televised showing about supposedly humanoid birds spotted in Africa, Nobita dreams of being able to fly with wings. He builds wooden wings after Doraemon refuses to help him, though he repeatedly fails to fly using them. While helping Shizuka to reclaim her pet canary, they witness a portal opens in the sky and a humanoid bird riding an airplane coming out. He introduces himself as Gusuke, a humanoid bird who lives in ""Birdopia"". Doraemon, Nobita, and Shizuka help Gusuke fix his airplane, where Nobita becomes fast friends with him. As Gusuke departs to his home, Gian and Suneo catch him and grab his plane. The other three follow them through the porta",03/10/2001,73.0,"Family,Animation,Adventure", 1h 31m,Tsutomu Shibayama,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/162092
2564,Overlord (2018),"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",11/09/2018,67.0,"Horror,War,Science Fiction", 1h 50m,Julius Avery,English,R,"$38,000,000.00","$41,657,844.00",https://www.themoviedb.org/movie/438799-overlord
2565,Escape Plan 2: Hades (2018),"Ray Breslin manages an elite team of security specialists trained in the art of breaking people out of the world's most impenetrable prisons. When his most trusted operative, Shu Ren, is kidnapped and disappears inside the most elaborate prison ever built, Ray must track him down with the help of some of his former friends.",06/29/2018,51.0,Action, 1h 36m,Steven C. Miller,English,A,"$20,000,000.00","$17,500,000.00",https://www.themoviedb.org/movie/440471-escape-plan-2-hades
2566,Scary Stories to Tell in the Dark (2019),"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",08/09/2019,65.0,"Horror,Thriller", 1h 48m,André Øvredal,English,PG-13,"$25,000,000.00","$95,438,172.00",https://www.themoviedb.org/movie/417384-scary-stories-to-tell-in-the-dark
2567,Goyo: En Letra de Otro (2022),"The first female led En Letra de Otro music special to cover personal favorites transports us to the vibrant landscapes of her native Condoto in Chocó, Colombia. In between the stunning and elaborate music numbers, Goyo offers a glimpse of her history and influences, including the origin of her nickname, her father’s love of salsa, her rise to international recognition with the band ChocQuibTown, and her obsession with Shakira.",03/04/2022,20.0,Music," 46m
  ",Simón Brand,Castilian,PG,-,-,https://www.themoviedb.org/movie/940399-goyo-en-letra-de-otro
2568,The Brothers Grimm (2005),"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",08/26/2005,58.0,"Adventure,Fantasy,Action,Comedy,Thriller", 1h 58m,Terry Gilliam,English,PG-13,"$88,000,000.00","$105,316,267.00",https://www.themoviedb.org/movie/4442-the-brothers-grimm
2569,Better Days (2019),"A bullied teenage girl forms an unlikely friendship with a mysterious young man who protects her from her assailants, while she copes with the pressures of her final examinations.",10/25/2019,83.0,Drama, 2h 15m,Derek Tsang,Chinese,PG13,-,"$225,879,065.00",https://www.themoviedb.org/movie/575813
2570,Euphoria (2018),"The story of two sisters on a journey, where they try to get close to each other and approach the tough questions in life. Euphoria is a contemporary drama about responsibility and reconciliation, in a world where these concepts are gradually being lost.",02/01/2018,65.0,Drama, 1h 44m,Lisa Langseth,English,R,-,-,https://www.themoviedb.org/movie/407440-euphoria
2571,The Babysitters (2008),"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",05/12/2011,59.0,Drama, 1h 28m,David Ross,English,R,-,"$44,852.00",https://www.themoviedb.org/movie/13078-the-babysitters
2572,Quantum of Solace (2008),"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",11/14/2008,63.0,"Adventure,Action,Thriller,Crime", 1h 46m,Marc Forster,English,PG-13,"$200,000,000.00","$589,580,482.00",https://www.themoviedb.org/movie/10764-quantum-of-solace
2573,Scooby-Doo! Curse of the Lake Monster (2010),"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",10/15/2010,62.0,"Mystery,Fantasy,Comedy,Adventure", 1h 20m,Brian Levant,English,PG,-,-,https://www.themoviedb.org/movie/47533-scooby-doo-curse-of-the-lake-monster
2574,Puff: Wonders of the Reef (2021),A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.,12/16/2021,77.0,Documentary," 59m
  ",Nick Robinson,English,PG,-,-,https://www.themoviedb.org/movie/890601-puff-wonders-of-the-reef
2575,I Can Only Imagine (2018),"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father, but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up..",02/14/2018,75.0,"Music,Drama", 1h 50m,"Jon Erwin , Andrew Erwin",English,PG,"$7,000,000.00","$86,026,201.00",https://www.themoviedb.org/movie/470878-i-can-only-imagine
2576,Friday the 13th Part VI: Jason Lives (1986),"Determined to finish off the infamous killer Jason Voorhees once and for all, Tommy Jarvis and a friend exhume Jason’s corpse in order to cremate him. Things go awry when Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",08/01/1986,62.0,"Horror,Mystery,Thriller", 1h 26m,Tom McLoughlin,English,R,"$3,000,000.00","$19,472,057.00",https://www.themoviedb.org/movie/10225-friday-the-13th-part-vi-jason-lives
2577,Lady Bird (2017),"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",12/01/2017,73.0,"Drama,Comedy", 1h 34m,Greta Gerwig,English,R,"$10,000,000.00","$78,966,486.00",https://www.themoviedb.org/movie/391713-lady-bird
2578,The Last King (2016),"Norway, 1204. A civil war between the birkebeiners —the king's men— and the baglers —supporters of the Norwegian aristocracy and the Church— ravages the country. Two men must protect a baby, the illegitimate son of King Håkon, who will be the future king and peacemaker, from those who want to kill him.",02/16/2016,57.0,"Action,Adventure,Drama,History", 1h 40m,Nils Gaup,Norwegian,R,"$5,233,963.00",-,https://www.themoviedb.org/movie/360249-birkebeinerne
2579,Spencer (2021),"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",11/19/2021,71.0,Drama, 1h 57m,Pablo Larraín,English,R,"$18,000,000.00","$14,000,000.00",https://www.themoviedb.org/movie/716612-spencer
2580,Doctor Dolittle (1998),"A successful physician and devoted family man, John Dolittle seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",06/26/1998,57.0,"Comedy,Family,Fantasy", 1h 25m,Betty Thomas,English,PG-13,"$71,000,000.00","$294,456,605.00",https://www.themoviedb.org/movie/3050-doctor-dolittle
2581,The Wedding Ringer (2015),"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake",01/16/2015,65.0,Comedy, 1h 41m,Jeremy Garelick,English,R,"$23,000,000.00","$79,799,880.00",https://www.themoviedb.org/movie/252838-the-wedding-ringer
2582,Baby on Board (2009),"The story of Angela, an ambitious, image-conscious businesswoman working for over-demanding boss Mary. When Angela becomes unexpectedly pregnant at the peak of her career, her life with her divorce attorney husband, Curtis, is turned upside-down.",06/09/2009,48.0,"Comedy,Romance", 1h 35m,Brian Herzlinger,English,R,"$8,000,000.00",-,https://www.themoviedb.org/movie/18131-baby-on-board
2583,Dead Poets Society (1989),"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",06/09/1989,83.0,Drama," 2h 8m
",Peter Weir,English,PG,"$16,400,000.00","$235,860,116.00",https://www.themoviedb.org/movie/207-dead-poets-society
2584,Animal Crackers (2017),A family must use a magical box of Animal Crackers to save a rundown circus from being taken over by their evil uncle Horatio P. Huntington.,07/24/2020,63.0,"Comedy,Animation,Adventure", 1h 45m,"Scott Christian Sava , Jaime Maestro , Tony Bancroft",English,PG,-,-,https://www.themoviedb.org/movie/315064-animal-crackers
